2022-03-24 01:46:02.671 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2022-03-24 17:26:25.995 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3476] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:26:34.053 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3464] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:26:42.081 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3463] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:26:50.138 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3475] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:26:58.183 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3474] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:06.231 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3462] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:14.287 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3461] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:22.329 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3473] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:30.379 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3472] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:38.424 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3476] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:46.471 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3475] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:27:54.538 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3487] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:02.608 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3486] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:10.637 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3474] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:18.703 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3473] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:26.771 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3485] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:34.797 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3484] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:42.844 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3472] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:50.906 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3471] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:28:58.950 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3483] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:07.016 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3482] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:15.065 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3470] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:23.113 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3469] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:31.159 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3481] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:39.208 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3480] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:47.265 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3484] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:29:55.330 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3483] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:30:03.379 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3495] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:30:11.398 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3494] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 17:30:19.483 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-3482] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
